url,title,stock, timestamp
https://seekingalpha.com/news/3467965-google-maps-adds-popular-menu-items,"Google Maps adds popular menu items", GOOGL, 1559233807
https://seekingalpha.com/news/3467751-google-bans-apps-facilitate-marijuana-sales,"Google bans apps that facilitate marijuana sales", GOOGL, 1559208044
https://seekingalpha.com/news/3467360-google-temps-outnumber-full-time-workers-nyt,"Google temps outnumber full-time workers - NYT", GOOGL, 1559119152
https://seekingalpha.com/news/3466946-google-invest-600m-finnish-data-center,"Google to invest %u20AC600M in Finnish data center", GOOGL, 1558949797
https://seekingalpha.com/news/3466548-google-ties-maps-assistant-search-quicker-food-ordering,"Google ties Maps, Assistant, Search to quicker food ordering", GOOGL, 1558631780
https://seekingalpha.com/news/3466438-google-assistant-pay-coming-nyc-transit,"Google Assistant, Pay coming to NYC transit", GOOGL, 1558616939
https://seekingalpha.com/news/3466167-google-faces-european-privacy-investigation-via-ireland,"Google faces European privacy investigation via Ireland", GOOGL, 1558545717
http://www.zacks.com/stock/news/423094/the-zacks-analyst-blog-highlights-facebook-alphabet-apple-amazon-ibm-and-sap?cid=CS-SEEKAPH-FT-423094,"The Zacks Analyst Blog Highlights: Facebook, Alphabet, Apple, Amazon, IBM and SAP", GOOGL, undefined
https://marketrealist.com/2019/05/why-google-is-refunding-some-advertisers?utm_source=seeking-alpha-headline&utm_medium=feed&utm_content=main_permalink&utm_campaign=why-google-is-refunding-some-advertisers,"Why Google Is Refunding Some Advertisers", GOOGL, undefined
http://www.zacks.com/stock/news/422482/should-alphabets-googl-sluggish-q1-earnings-deter-investors?cid=CS-SEEKAPH-FT-422482,"Should Alphabet's (GOOGL) Sluggish Q1 Earnings Deter Investors?", GOOGL, undefined
https://marketrealist.com/2019/05/heres-the-risk-google-faces-as-irish-privacy-probe-opens?utm_source=seeking-alpha-headline&utm_medium=feed&utm_content=main_permalink&utm_campaign=heres-the-risk-google-faces-as-irish-privacy-probe-opens,"Here%u2019s the Risk Google Faces as Irish Privacy Probe Opens", GOOGL, undefined
https://www.bnn.ca/Video/player.aspx?vid=1695542,"Gordon Reid's Top Picks", GOOGL, undefined
https://seekingalpha.com/news/3465869-comcast-says-new-device-focused-health-smart-speaker,"Comcast says new device focused on health, not a smart speaker", GOOGL, 1558473025
https://seekingalpha.com/news/3465759-comcast-working-smart-device-focused-health-cnbc,"Comcast working on smart device focused on health - CNBC", GOOGL, 1558459537
https://seekingalpha.com/news/3465755-google-halts-huawei-cut-alongside-u-s-reprieve,"Google halts Huawei cut-off alongside U.S. reprieve", GOOGL, 1558459221
https://seekingalpha.com/news/3465622-alphabet-teams-pfizer-novartis-clinical-trials,"Alphabet teams with Pfizer, Novartis on clinical trials", GOOGL, 1558442372
https://seekingalpha.com/news/3465407-google-launches-999-ar-headset,"Google launches $999 AR headset", GOOGL, 1558374124
https://seekingalpha.com/news/3465400-former-apple-consumer-chip-engineers-exit-google-report,"Former Apple consumer chip engineers exit Google - report", GOOGL, 1558372421
https://seekingalpha.com/news/3465189-google-suspends-business-huawei-u-s-blacklist-reuters,"Google suspends some business with Huawei after U.S. blacklist - Reuters", GOOGL, 1558297287
https://seekingalpha.com/news/3465099-google-expanding-advertiser-refunds-wsj,"Google expanding advertiser refunds - WSJ", GOOGL, 1558117395
https://seekingalpha.com/news/3465058-wing-drone-deliveries-come-finland,"Wing drone deliveries come to Finland", GOOGL, 1558108471
https://seekingalpha.com/news/3464758-amazon-buy-googles-ad-tech-rival-bloomberg,"Amazon could buy Google's ad tech rival - Bloomberg", GOOGL, 1558034492
https://seekingalpha.com/news/3464179-google-recalls-keys-security-issue,"Google recalls Keys for security issue", GOOGL, 1557945744
https://seekingalpha.com/news/3463948-deutsche-lifts-alphabet-estimates-ad-pipeline,"Deutsche lifts Alphabet estimates on ad pipeline", GOOGL, 1557923181
https://seekingalpha.com/news/3463554-google-ads-coming-mobile-app-homepage,"Google ads coming to mobile, app homepage", GOOGL, 1557850750
https://seekingalpha.com/news/3463511-google-assistant-comes-sonos-one-beam,"Google Assistant comes to Sonos One, Beam", GOOGL, 1557844939
https://seekingalpha.com/news/3462774-india-joins-eu-android-antitrust-probe,"India joins EU in Android antitrust probe", GOOGL, 1557648480
https://seekingalpha.com/news/3461815-sap-teams-amazon-google-cloud-project,"SAP teams with Amazon, Google on cloud project", GOOGL, 1557408436
https://seekingalpha.com/news/3460922-googles-music-subscribers-stall-wsj,"Google's music subscribers stall - WSJ", GOOGL, 1557338555
https://seekingalpha.com/news/3460501-lyft-offer-waymo-self-driving-taxis,"Lyft to offer Waymo self-driving taxis", GOOGL, 1557299792
https://seekingalpha.com/news/3460106-google-launches-399-pixel-3a,"Google launches $399 Pixel 3a", GOOGL, 1557255501
https://seekingalpha.com/news/3460102-google-nest-hub-max-coming-summer,"Google Nest Hub Max coming this summer", GOOGL, 1557254364
https://seekingalpha.com/news/3460094-google-launches-privacy-tools-ar-search,"Google launches privacy tools, AR in search", GOOGL, 1557253370
https://seekingalpha.com/news/3459962-social-media-ad-spending-slowing-iab,"Social media ad spending slowing - IAB", GOOGL, 1557243303
https://seekingalpha.com/news/3459621-google-set-kickoff-o-2019,"Google set to kickoff I/O 2019", GOOGL, 1557221464
https://seekingalpha.com/news/3459140-google-launch-privacy-tools-week-wsj,"Google could launch privacy tools this week - WSJ", GOOGL, 1557153216
https://seekingalpha.com/news/3458800-google-testing-youtube-shopping-feature-report,"Google testing YouTube shopping feature - report", GOOGL, 1556903097
https://seekingalpha.com/news/3458533-youtube-shows-original-programming-new-strategy,"YouTube shows off original programming under new strategy", GOOGL, 1556876324
https://seekingalpha.com/news/3458147-google-reviewed-1m-terrorist-videos-q1,"Google reviewed 1M terrorist videos in Q1", GOOGL, 1556818190
https://seekingalpha.com/news/3457356-lyft-hires-google-engineer-ai-head,"Lyft hires Google engineer as AI head", GOOGL, 1556739233
https://seekingalpha.com/news/3456740-eric-schmidt-leave-alphabet-board,"Eric Schmidt to leave Alphabet board", GOOGL, 1556695744
https://seekingalpha.com/filing/4464255,"Alphabet Inc. SEC Filing - Proxy Statement (definitive) (DEF 14A) April 30, 2019", GOOGL, 1556659726
https://seekingalpha.com/filing/4461094,"Alphabet Inc. SEC Filing - Quarterly Report (10-Q) April 29, 2019", GOOGL, 1556580763
https://seekingalpha.com/news/3455621-alphabet-beats-1_74-misses-revenue,"Alphabet beats by $1.74, misses on revenue", GOOGL, 1556568195
https://seekingalpha.com/news/3455584-watch-alphabets-q1-print,"What to watch in Alphabet's Q1 print", GOOGL, 1556564393
https://seekingalpha.com/news/3455124-alphabet-q1-2019-earnings-preview,"Alphabet Q1 2019 Earnings Preview", GOOGL, 1556487317
https://seekingalpha.com/news/3453962-softbank-investing-125m-alphabets-loon-sky-based-internet,"SoftBank investing $125M in Alphabet's Loon for sky-based Internet", GOOGL, 1556170190
https://seekingalpha.com/news/3453168-google-completes-new-subsea-cable,"Google completes new subsea cable", GOOGL, 1556053409
https://seekingalpha.com/news/3452862-waymo-advances-self-driving-car-plans,"Waymo advances self-driving car plans", GOOGL, 1556029927
https://seekingalpha.com/news/3452820-alphabets-wing-becomes-first-drone-airline,"Alphabet's Wing becomes first drone airline", GOOGL, 1556025403
https://seekingalpha.com/news/3452205-fastly-files-100m-ipo,"Fastly files $100M IPO", GOOGL, 1555847394
https://seekingalpha.com/news/3451957-youtube-returning-amazon-products,"YouTube returning to Amazon products", GOOGL, 1555595822
https://seekingalpha.com/news/3451598-cnbc-facebook-building-entry-voice-assistants,"CNBC: Facebook building entry to voice assistants", GOOGL, 1555525103
https://seekingalpha.com/news/3451567-google-cloud-taps-sap-exec-sales-head,"Google Cloud taps SAP exec as sales head", GOOGL, 1555522376
https://seekingalpha.com/news/3451187-google-removes-tiktok-india,"Google removes TikTok in India", GOOGL, 1555437722
https://seekingalpha.com/news/3451093-alphabet-starts-2019-strong-u-s-spending-otr,"Alphabet starts 2019 with strong U.S. spending - OTR", GOOGL, 1555426053
