url,title,stock, timestamp
https://seekingalpha.com/news/3455340-lynx-lowers-iphone-forecast-sell,"Lynx lowers iPhone forecast on sell-through", AAPL, 1556543367
https://seekingalpha.com/news/3455168-apple-explains-parental-control-app-removal,"Apple explains parental control app removal", AAPL, 1556498935
https://seekingalpha.com/news/3455041-apple-discussed-buying-intel-modem-chip-business-wsj,"Apple discussed buying Intel modem chip business - WSJ", AAPL, 1556304173
https://seekingalpha.com/news/3455004-apple-ibm-costco-among-expected-raise-payouts-next-week,"Apple, IBM, Costco among those expected to raise payouts next week", AAPL, 1556296212
https://seekingalpha.com/news/3454998-another-firm-cuts-iphone-outlook-earnings,"Another firm cuts iPhone outlook before earnings", AAPL, 1556295294
https://seekingalpha.com/news/3454212-street-underestimates-apple-services-potential-ubs,"Street underestimates Apple Services potential - UBS", AAPL, 1556197060
https://seekingalpha.com/news/3453402-apple-launching-two-new-airpods-kuo,"Apple launching two new AirPods - Kuo", AAPL, 1556109309
https://seekingalpha.com/news/3453286-apple-gets-target-boosts-ahead-earnings,"Apple gets target boosts ahead of earnings", AAPL, 1556103088
https://seekingalpha.com/news/3452795-wells-lowers-iphone-outlook-earnings,"Wells lowers iPhone outlook before earnings", AAPL, 1556023185
https://seekingalpha.com/news/3452407-5g-iphone-includes-qualcomm-samsung-kuo,"5G iPhone includes Qualcomm, Samsung - Kuo", AAPL, 1555944779
https://seekingalpha.com/news/3452343-apple-spending-30m-month-aws,"Apple spending $30M/month on AWS", AAPL, 1555936931
https://seekingalpha.com/news/3452021-apple-paying-qualcomm-9-iphone-ubs,"Apple paying Qualcomm $9/iPhone - UBS", AAPL, 1555604591
https://seekingalpha.com/news/3451895-new-iphones-getting-front-camera-upgrade-kuo,"New iPhones getting front camera upgrade - Kuo", AAPL, 1555591374
https://seekingalpha.com/news/3451766-behind-apples-surprise-settlement-qualcomm,"Behind Apple's surprise settlement with Qualcomm", AAPL, 1555580396
https://seekingalpha.com/news/3451598-cnbc-facebook-building-entry-voice-assistants,"CNBC: Facebook building entry to voice assistants", AAPL, 1555525103
https://seekingalpha.com/news/3451487-apples-q1-iphone-ships-miss-estimates-otr,"Apple's Q1 iPhone ships miss estimates - OTR", AAPL, 1555511902
https://seekingalpha.com/news/3451365-apple-talking-lidar-suppliers-reuters,"Apple talking to lidar suppliers - Reuters", AAPL, 1555500907
https://seekingalpha.com/news/3451208-qualcomm-apple-drop-litigation-qcom-plus-14_7-percent,"Qualcomm, Apple drop all litigation; QCOM +14.7%", AAPL, 1555441993
https://seekingalpha.com/news/3450711-jury-trial-starts-apple-qualcomm-battle,"Jury trial starts for Apple, Qualcomm battle", AAPL, 1555342096
https://seekingalpha.com/news/3450620-apple-spending-500m-games-bloomberg,"Apple spending $500M+ on games - Bloomberg", AAPL, 1555333777
https://seekingalpha.com/news/3450266-new-street-cuts-apple-iphone-concerns,"New Street cuts Apple on iPhone concerns", AAPL, 1555070539
https://seekingalpha.com/news/3450061-dutch-launch-apple-antitrust-probe,"Dutch launch Apple antitrust probe", AAPL, 1554999700
https://seekingalpha.com/news/3449972-iphone-sales-will-drop-12-percent-2019-credit-suisse,"IPhone sales will drop 12% in 2019 - Credit Suisse", AAPL, 1554988914
https://seekingalpha.com/news/3449673-next-macos-getting-music-tv-apps-report,"Next macOS getting Music, TV apps - report", AAPL, 1554906914
https://seekingalpha.com/news/3449570-apple-gets-target-boosts-downgrade,"Apple gets target boosts, downgrade", AAPL, 1554897167
https://seekingalpha.com/news/3449348-lg-plus-3-percent-apple-shift-mini-leds-kuo,"LG +3% on Apple shift to mini LEDs - Kuo", AAPL, 1554821143
https://seekingalpha.com/news/3449230-apple-target-lifted-china-demand-wedbush,"Apple target lifted on China demand - Wedbush", AAPL, 1554809933
https://seekingalpha.com/news/3449133-apple-leads-healthcare-digital-disruption-morgan-stanley,"Apple leads healthcare 'digital disruption' - Morgan Stanley", AAPL, 1554755339
https://seekingalpha.com/news/3449020-new-iphones-getting-usb-c,"New iPhones getting USB-C?", AAPL, 1554735007
https://seekingalpha.com/news/3448797-iphone-risk-5g-delay-cowen,"No iPhone risk from 5G delay - Cowen", AAPL, 1554486537
https://seekingalpha.com/news/3448760-wsj-apple-music-passes-spotify-u-s-paying-subscribers,"WSJ: Apple Music passes Spotify in U.S. paying subscribers", AAPL, 1554477904
https://seekingalpha.com/news/3448671-apple-hires-googles-top-ai-expert,"Apple hires Google's top AI expert", AAPL, 1554464726
https://seekingalpha.com/news/3448578-amazon-planning-airpods-rival-bloomberg,"Amazon planning AirPods rival - Bloomberg", AAPL, 1554409116
https://seekingalpha.com/news/3448400-apple-lowers-homepod-iphone-xr-prices,"Apple lowers HomePod, iPhone XR prices", AAPL, 1554383794
https://seekingalpha.com/news/3448351-apples-m-head-now-reports-cook,"Apple's M&A head now reports to Cook", AAPL, 1554379127
https://seekingalpha.com/news/3448154-5g-iphone-2020,"No 5G iPhone in 2020?", AAPL, 1554308769
https://seekingalpha.com/news/3447663-apple-launching-three-oled-iphones-2020,"Apple launching three OLED iPhones in 2020?", AAPL, 1554205808
https://seekingalpha.com/news/3447406-apples-fall-iphones-larger-batteries-kuo,"Apple's fall iPhones have larger batteries - Kuo", AAPL, 1554142013
https://seekingalpha.com/news/3447308-apple-cuts-device-prices-china,"Apple cuts device prices in China", AAPL, 1554128736
https://seekingalpha.com/news/3447001-techcrunch-apple-cancels-airpower-wireless-charging-pad,"TechCrunch: Apple cancels AirPower wireless charging pad", AAPL, 1553888559
https://seekingalpha.com/news/3446594-buffett-unsure-apples-new-services,"Buffett unsure on Apple's new services", AAPL, 1553797119
https://seekingalpha.com/news/3445894-itcs-second-decision-sides-apple,"ITC's second decision sides with Apple", AAPL, 1553633380
https://seekingalpha.com/news/3445812-u-s-trade-court-recommends-iphone-ban,"U.S. trade court recommends iPhone ban", AAPL, 1553623617
https://seekingalpha.com/news/3445621-analysts-mixed-apples-services-event,"Analysts mixed on Apple's Services event", AAPL, 1553601111
https://seekingalpha.com/news/3445445-apple-launches-news-channels-tv,"Apple launches News+, Channels, TV+ and more", AAPL, 1553534317
https://seekingalpha.com/news/3445347-bofaml-says-iphone-orders-stabilizing,"BofAML says iPhone orders stabilizing", AAPL, 1553520142
https://seekingalpha.com/news/3445241-youtube-exits-hollywood-apple-goes-show-business,"YouTube exits Hollywood as Apple goes into show business", AAPL, 1553499266
https://seekingalpha.com/news/3445049-chinese-rivals-push-apples-upmarket,"Chinese rivals push into Apple's upmarket", AAPL, 1553258096
https://seekingalpha.com/news/3444987-tesla-joins-apple-trade-secret-case-tied-chinas-xpeng-bloomberg,"Tesla joins Apple in trade secret case tied to China's Xpeng: Bloomberg", AAPL, 1553241426
https://seekingalpha.com/news/3444860-apple-offering-discount-streaming-bundles,"Apple offering discount streaming bundles?", AAPL, 1553187113
https://seekingalpha.com/news/3444772-needham-goes-strong-buy-apple-ecosystem,"Needham goes Strong Buy on Apple ecosystem", AAPL, 1553172034
https://seekingalpha.com/news/3444739-citi-boosts-apple-buyback-dividend-potential,"Citi boosts Apple on buyback, dividend potential", AAPL, 1553168038
https://seekingalpha.com/news/3444675-nyt-wall-street-journal-joining-apple-subscription-news-product,"NYT: Wall Street Journal joining Apple subscription news product", AAPL, 1553141731
https://seekingalpha.com/news/3444550-apple-airpower-finally-releasing-week,"Apple AirPower finally releasing this week?", AAPL, 1553104648
https://seekingalpha.com/news/3444415-apples-new-airpods-hands-free-siri,"Apple's new AirPods have hands-free Siri", AAPL, 1553087743
https://seekingalpha.com/news/3444006-apple-updates-imac-line,"Apple updates its iMac line", AAPL, 1552999993
https://seekingalpha.com/news/3443904-netflix-will-join-apple-tv-service,"Netflix will not join Apple TV service", AAPL, 1552981232
https://seekingalpha.com/news/3443610-apple-watch-far-replacing-zio-btig,"Apple Watch "far from" replacing Zio - BTIG", AAPL, 1552915720
https://seekingalpha.com/news/3443581-apple-launches-new-ipad-air-mini,"Apple launches new iPad Air, mini", AAPL, 1552913356
https://seekingalpha.com/news/3443450-apple-keeps-pulse-healthcare,"Apple keeps a pulse in healthcare", AAPL, 1552747406
https://seekingalpha.com/news/3443359-jury-awards-qualcomm-31_6m-apple-case,"Jury awards Qualcomm $31.6M in Apple case", AAPL, 1552676436
https://seekingalpha.com/news/3443250-apple-wants-awards-streaming-content-bloomberg,"Apple wants awards for streaming content - Bloomberg", AAPL, 1552658844
https://seekingalpha.com/news/3443102-rhetoric-heats-apple-spotify,"Rhetoric heats up between Apple and Spotify", AAPL, 1552642356
https://seekingalpha.com/news/3443093-qualcomm-owes-apple-nearly-1b-rebate-payment,"Qualcomm owes Apple nearly $1B rebate payment?", AAPL, 1552636634
https://seekingalpha.com/news/3442873-apple-gains-bulls-iphone-comments,"Apple gains on bull's iPhone comments", AAPL, 1552581311
https://seekingalpha.com/news/3442809-eus-vestager-take-spotifys-apple-complaint-seriously,"EU's Vestager: We'll take Spotify's Apple complaint seriously", AAPL, 1552571218
https://seekingalpha.com/news/3442688-cowen-initiates-apple-services-potential,"Cowen initiates Apple on Services potential", AAPL, 1552562278
https://seekingalpha.com/news/3442457-apple-acquires-machine-learning-startup,"Apple acquires machine learning startup", AAPL, 1552505785
https://seekingalpha.com/news/3442368-chinese-smartphone-weakness-trouble-apple,"Chinese smartphone weakness trouble for Apple?", AAPL, 1552493876
https://seekingalpha.com/news/3442329-spotifys-apple-complaint-real-merit-keybanc-says,"Spotify's Apple complaint has real merit, KeyBanc says", AAPL, 1552488916
https://seekingalpha.com/news/3442201-apple-making-concessions-streaming-partners-bloomberg,"Apple making concessions for streaming partners - Bloomberg", AAPL, 1552475978
https://seekingalpha.com/news/3442146-details-apple-news-magazine-service,"Details on Apple News' magazine service?", AAPL, 1552463929
https://seekingalpha.com/news/3441590-apple-officially-announces-march-25-event,"Apple officially announces March 25 event", AAPL, 1552333131
https://seekingalpha.com/news/3441581-roku-plus-3_6-percent-nearing-airplay-2-support-report,"Roku +3.6% on nearing AirPlay 2 support - report", AAPL, 1552330685
https://seekingalpha.com/news/3441357-apple-plus-1_7-percent-bofa-sees-opportunity,"Apple +1.7% as BofA sees 'opportunity'", AAPL, 1552301039
https://seekingalpha.com/news/3441284-qualcomm-wants-31m-damages-apple,"Qualcomm wants $31M in damages from Apple", AAPL, 1552081064
https://seekingalpha.com/news/3441217-apple-ar-headset-coming-2020,"Apple AR headset coming in 2020?", AAPL, 1552063270
https://seekingalpha.com/news/3441179-warren-proposes-tech-giant-breakups-oversight,"Warren proposes tech giant breakups, oversight", AAPL, 1552057765
https://seekingalpha.com/news/3440976-variety-music-streamers-without-apple-appeal-songwriter-royalty-hike,"Variety: Music streamers (without Apple) appeal songwriter royalty hike", AAPL, 1551996279
https://seekingalpha.com/news/3440517-doj-holding-tech-forum-combat-scams,"DOJ holding tech forum to combat scams", AAPL, 1551910114
https://seekingalpha.com/news/3440422-apple-adding-1200-jobs-san-diego,"Apple adding 1,200 jobs in San Diego", AAPL, 1551905631
https://seekingalpha.com/news/3439925-apple-led-q4-wearables-sales,"Apple led Q4 wearables sales", AAPL, 1551813566
https://seekingalpha.com/news/3439844-camera-patents-corning-flexible-glass-enhance-iphones,"Camera patents, Corning flexible glass could enhance iPhones", AAPL, 1551797325
https://seekingalpha.com/news/3439821-apple-transferring-debt-securities-nasdaq,"Apple transferring debt securities to Nasdaq", AAPL, 1551794518
https://seekingalpha.com/news/3439480-apples-software-hiring-shows-services-push,"Apple's software hiring shows Services push", AAPL, 1551710067
https://seekingalpha.com/news/3439437-qualcomm-launches-new-apple-patent-challenge,"Qualcomm launches new Apple patent challenge", AAPL, 1551705685
https://seekingalpha.com/news/3439237-apple-shareholders-defeat-board-ideology-proposal,"Apple shareholders defeat board ideology proposal", AAPL, 1551470972
https://seekingalpha.com/news/3438950-apple-investors-tune-annual-meeting,"Apple investors tune in to annual meeting", AAPL, 1551429422
https://seekingalpha.com/news/3438560-apple-watch-took-51-percent-q4-smartwatch-market,"Apple Watch took 51% of Q4 smartwatch market", AAPL, 1551365565
https://seekingalpha.com/news/3438182-apple-confirms-project-titan-job-cuts,"Apple confirms Project Titan job cuts", AAPL, 1551304696
https://seekingalpha.com/news/3437142-apple-music-coming-soon-google-home,"Apple Music coming soon to Google Home", AAPL, 1551192795
https://seekingalpha.com/news/3437108-apple-considers-sleep-tracking-feature-watch,"Apple considers sleep-tracking feature for Watch", AAPL, 1551189833
https://seekingalpha.com/news/3437034-spotify-minus-1_3-percent-u-s-mulls-music-licensing-change,"Spotify -1.3% as U.S. mulls music licensing change", AAPL, 1551184911
https://seekingalpha.com/news/3436509-buffett-buying-apple-cheaper,"Buffett isn't buying more Apple until "cheaper"", AAPL, 1551101285
https://seekingalpha.com/news/3436301-intels-5g-modem-chips-coming-2020,"Intel's 5G modem chips coming in 2020", AAPL, 1550865284
https://seekingalpha.com/news/3435678-apple-offers-interest-free-iphone-loans-china,"Apple offers interest-free iPhone loans in China", AAPL, 1550762274
https://seekingalpha.com/news/3435612-samsungs-fold-create-problem-apple-goldman,"Samsung's Fold could create "problem" for Apple - Goldman", AAPL, 1550755830
https://seekingalpha.com/news/3435548-apple-goldman-plan-credit-card-pairs-iphone-features-wsj,"Apple and Goldman plan credit card that pairs with iPhone features: WSJ", AAPL, 1550751465
https://seekingalpha.com/news/3435217-samsung-launches-new-smartwatch-fitness-tracker,"Samsung launches new smartwatch, fitness tracker", AAPL, 1550696205
https://seekingalpha.com/news/3435209-samsung-takes-apple-galaxy-buds,"Samsung takes on Apple with Galaxy Buds", AAPL, 1550693533
https://seekingalpha.com/news/3434935-apple-combining-iphone-mac-apps-2021,"Apple combining iPhone, Mac apps by 2021", AAPL, 1550668326
https://seekingalpha.com/news/3434898-hsbc-sees-apples-china-woes-continuing,"HSBC sees Apple's China woes continuing", AAPL, 1550665560
https://seekingalpha.com/news/3434619-apples-q4-homepod-shipments-grew-45-percent,"Apple's Q4 HomePod shipments grew 45%", AAPL, 1550606929
https://seekingalpha.com/news/3434589-qualcomm-argues-apples-patent-workaround,"Qualcomm argues against Apple's patent workaround", AAPL, 1550605117
https://seekingalpha.com/news/3434193-apple-preps-life-iphone,"Apple preps for life after iPhone", AAPL, 1550519844
https://seekingalpha.com/news/3433977-berkshires-apple-trim-buffett,"Berkshire's Apple trim wasn't Buffett", AAPL, 1550243742
https://seekingalpha.com/news/3433734-buffetts-berkshire-takes-stake-red-hat-reduces-apple,"Buffett's Berkshire takes stake in Red Hat, reduces Apple", AAPL, 1550183561
https://seekingalpha.com/news/3433725-apple-acquires-marketing-startup-datatiger,"Apple acquires marketing startup DataTiger", AAPL, 1550182283
https://seekingalpha.com/news/3433371-older-iphones-return-germany,"Older iPhones return to Germany", AAPL, 1550151089
https://seekingalpha.com/news/3432870-apple-streaming-service-arriving-without-hbo-netflix,"Apple streaming service arriving without HBO, Netflix?", AAPL, 1550084781
https://seekingalpha.com/news/3432866-apple-increased-autonomous-testing-2018-update,"Apple increased autonomous testing in 2018 (update)", AAPL, 1550084218
https://seekingalpha.com/news/3432807-sec-sues-former-apple-exec-insider-trading-update,"SEC sues former Apple exec for insider trading (update)", AAPL, 1550078507
https://seekingalpha.com/news/3432777-tech-execs-join-trumps-workforce-board,"Tech execs join Trump's workforce board", AAPL, 1550076549
https://seekingalpha.com/news/3432671-apple-launching-news-subscription-march-25,"Apple launching news subscription March 25?", AAPL, 1550065160
https://seekingalpha.com/news/3432326-publishers-balk-apple-news-service-terms-wsj,"Publishers balk at Apple news service terms - WSJ", AAPL, 1550001300
https://seekingalpha.com/news/3432169-us-iphone-users-spent-big-apps,"US iPhone users spent big on apps", AAPL, 1549984199
https://seekingalpha.com/news/3432042-apple-needs-video-offset-tac-goldman,"Apple needs video to offset TAC - Goldman", AAPL, 1549974748
https://seekingalpha.com/news/3431979-calls-regulating-online-news-content,"Calls for regulating online news content", AAPL, 1549968931
https://seekingalpha.com/news/3431810-apple-works-around-qualcomm-patent,"Apple works around Qualcomm patent", AAPL, 1549918685
https://seekingalpha.com/news/3431720-apple-offers-iphone-health-records-veterans,"Apple offers iPhone health records to veterans", AAPL, 1549902593
https://seekingalpha.com/news/3431626-apples-q4-iphone-shipments-minus-20-percent-china,"Apple's Q4 iPhone shipments -20% in China", AAPL, 1549893267
https://seekingalpha.com/news/3431401-second-qualcomm-apple-itc-decision-rescheduled,"Second Qualcomm-Apple ITC decision rescheduled", AAPL, 1549644653
https://seekingalpha.com/news/3430988-apple-reorganization-suggests-modem-chips-reuters,"Apple reorganization suggests modem chips - Reuters", AAPL, 1549571125
https://seekingalpha.com/news/3430230-cook-says-apple-will-elevate-retail-experience,"Cook says Apple will "elevate" retail experience", AAPL, 1549471795
https://seekingalpha.com/news/3429941-retail-chief-ahrendts-leaving-apple,"Retail chief Ahrendts leaving Apple", AAPL, 1549404971
https://seekingalpha.com/news/3429794-itc-decides-apple-qualcomm-march-26,"ITC decides on Apple, Qualcomm March 26", AAPL, 1549400197
https://seekingalpha.com/news/3429782-apple-wins-damages-ruling-qualcomm,"Apple wins damages ruling against Qualcomm", AAPL, 1549397322
https://seekingalpha.com/news/3429653-schumer-sanders-buyback-block-hit-big-tech,"Schumer-Sanders buyback block could hit big tech", AAPL, 1549385576
https://seekingalpha.com/news/3429603-apple-holds-6-percent-u-s-smart-speakers-report,"Apple holds 6% of U.S. smart speakers - report", AAPL, 1549379616
https://seekingalpha.com/news/3429547-apple-settles-back-taxes-france,"Apple settles back-taxes with France", AAPL, 1549374786
https://seekingalpha.com/news/3429048-jpmorgan-runs-apple-netflix-merger-idea-flagpole,"JPMorgan runs Apple-Netflix merger idea up the flagpole again", AAPL, 1549291045
https://seekingalpha.com/news/3428986-apples-siri-head-leaves-role-information,"Apple's Siri head leaves role - The Information", AAPL, 1549286389
https://seekingalpha.com/news/3428775-report-facebook-discontinuing-ios-mobile-research-program,"Report: Facebook discontinuing iOS mobile research program", AAPL, 1549046595
https://seekingalpha.com/news/3428681-apple-facetime-fix-coming-late,"Apple FaceTime fix coming (late)", AAPL, 1549032653
https://seekingalpha.com/news/3428449-google-now-seeing-internal-disruption-apple-certificate-issue,"Google now seeing internal disruption from Apple certificate issue", AAPL, 1548974144
https://seekingalpha.com/news/3428263-qualcomm-asks-german-court-fine-apple,"Qualcomm asks German court to fine Apple", AAPL, 1548960306
https://seekingalpha.com/news/3428213-german-court-tosses-qualcomm-patents,"German court tosses Qualcomm patents", AAPL, 1548951346
https://seekingalpha.com/filing/4319175,"Apple Inc. SEC Filing - Quarterly Report (10-Q) January 30, 2019", AAPL, 1548883897
https://seekingalpha.com/news/3427724-techcrunch-google-app-may-violate-apple-policy-like-facebooks-updated,"TechCrunch: Google app may violate Apple policy like Facebook's does (updated)", AAPL, 1548877782
https://seekingalpha.com/news/3427605-smartphone-shipments-minus-5-percent-q4,"Smartphone shipments -5% in Q4", AAPL, 1548868765
https://seekingalpha.com/news/3427520-apple-banning-facebooks-info-sucking-research-app-updated,"Apple banning Facebook's info-sucking research app (updated)", AAPL, 1548858731
https://seekingalpha.com/news/3427420-apple-meeting-services-goal-reconsiders-iphone-pricing,"Apple meeting Services goal, reconsiders iPhone pricing", AAPL, 1548852798
https://seekingalpha.com/news/3427412-analysts-apple-q1-better-feared,"Analysts on Apple Q1: better than feared", AAPL, 1548851995
https://seekingalpha.com/article/4236503-apple-inc-aapl-ceo-tim-cook-q1-2019-results-earnings-call-transcript,"Apple Inc. (AAPL) CEO Tim Cook on Q1 2019 Results - Earnings Call Transcript", AAPL, 1548813903
https://seekingalpha.com/news/3427231-apple-plus-4-percent-q1-strong-services-downside-guide,"Apple +4% on Q1 with strong Services, downside guide", AAPL, 1548798553
https://seekingalpha.com/news/3427201-apple-declares-0_73-dividend,"Apple declares $0.73 dividend", AAPL, 1548797516
https://seekingalpha.com/news/3427212-apple-beats-0_01-beats-revenue,"Apple beats by $0.01, beats on revenue", AAPL, 1548797488
https://seekingalpha.com/news/3427077-apple-aetna-team-health-app,"Apple, Aetna team up on health app", AAPL, 1548787545
https://seekingalpha.com/news/3427016-apple-q1-report-watch,"Apple Q1 report: What to watch", AAPL, 1548781933
https://seekingalpha.com/news/3426754-apple-patch-facetime-privacy-bug,"Apple to patch FaceTime privacy bug", AAPL, 1548746617
https://seekingalpha.com/news/3426578-apple-q1-2019-earnings-preview,"Apple Q1 2019 Earnings Preview", AAPL, 1548714946
https://seekingalpha.com/news/3426526-china-smartphone-units-minus-14-percent-2018,"China smartphone units -14% in 2018", AAPL, 1548699503
https://seekingalpha.com/news/3426486-apple-spent-60b-u-s-tsmc-reports-damage,"Apple spent $60B in U.S.; TSMC reports damage", AAPL, 1548693616
https://seekingalpha.com/news/3426448-gamestop-minus-3-percent-apple-mulls-gaming-service,"GameStop -3% as Apple mulls gaming service", AAPL, 1548689315
https://seekingalpha.com/news/3426122-apple-planning-major-ipad-refresh,"Apple planning major iPad refresh?", AAPL, 1548435901
https://seekingalpha.com/news/3426111-buy-apple-ahead-priced-earnings-says-morgan-stanley,"Buy Apple ahead of priced-in earnings, says Morgan Stanley", AAPL, 1548433883
https://seekingalpha.com/news/3426075-nyt-zuckerberg-pushing-integrate-facebooks-messaging-services,"NYT: Zuckerberg pushing to integrate Facebook's messaging services", AAPL, 1548427156
https://seekingalpha.com/news/3425444-apple-hires-samsung-exec-lead-battery-work-bloomberg,"Apple hires Samsung exec to lead battery work: Bloomberg", AAPL, 1548320895
