url,title,stock, timestamp
https://seekingalpha.com/news/3468406-buy-telecom-dip-amazon-unlikely-enter-jpmorgan,"Buy the telecom dip with Amazon unlikely to enter - JPMorgan", AMZN, 1559335954
https://seekingalpha.com/news/3468365-amazon-buys-sizmek-ad-assets,"Amazon buys Sizmek ad assets", AMZN, 1559326519
https://seekingalpha.com/news/3468144-amazon-interested-buying-boost-mobile,"Amazon interested in buying Boost Mobile", AMZN, 1559288513
https://seekingalpha.com/news/3467716-aws-veteran-joins-amazons-elite-management-team-cnbc,"AWS veteran joins Amazon's elite management team - CNBC", AMZN, 1559167241
https://seekingalpha.com/news/3467160-amazon-cutting-small-wholesale-suppliers-bloomberg,"Amazon cutting small wholesale suppliers - Bloomberg", AMZN, 1559054363
https://seekingalpha.com/news/3467117-cowen-boosts-amazon-aws-customer-spend,"Cowen boosts Amazon on AWS customer spend", AMZN, 1559049054
https://seekingalpha.com/news/3466724-amazon-hit-3000-share-piper,"Amazon could hit $3,000/share - Piper", AMZN, 1558696805
http://www.marketwatch.com/news/story.asp?guid={9133FF90-83B4-11E9-98EA-ED8EBD33BEC2}&reflink=seekingalpha,"The Ratings Game: Amazon%u2019s supposed interest in Sprint%u2019s Boost Mobile is %u2018economically insane,%u2019 says analyst", AMZN, undefined
https://marketrealist.com/2019/05/why-indian-tycoon-ambani-is-on-amazon-investors-minds?utm_source=seeking-alpha-headline&utm_medium=feed&utm_content=main_permalink&utm_campaign=why-indian-tycoon-ambani-is-on-amazon-investors-minds,"Why Indian Tycoon Ambani Is on Amazon Investors%u2019 Minds", AMZN, undefined
https://marketrealist.com/2019/05/how-amazon-wants-to-make-its-india-business-more-profitable?utm_source=seeking-alpha-headline&utm_medium=feed&utm_content=main_permalink&utm_campaign=how-amazon-wants-to-make-its-india-business-more-profitable,"How Amazon Wants to Make Its India Business More Profitable", AMZN, undefined
https://marketrealist.com/2019/05/amazon-attempts-to-ward-off-storms-in-this-23-3-billion-market?utm_source=seeking-alpha-headline&utm_medium=feed&utm_content=main_permalink&utm_campaign=amazon-attempts-to-ward-off-storms-in-this-23-3-billion-market,"Amazon Attempts to Ward Off Storms in This $23.3 Billion Market", AMZN, undefined
https://marketrealist.com/2019/05/amazon-launches-new-smart-speaker?utm_source=seeking-alpha-headline&utm_medium=feed&utm_content=main_permalink&utm_campaign=amazon-launches-new-smart-speaker,"Amazon Launches New Smart Speaker", AMZN, undefined
https://seekingalpha.com/news/3466703-one-day-delivery-push-amazon,"One-day delivery push from Amazon", AMZN, 1558692948
https://seekingalpha.com/news/3466315-amazon-developing-wearable-reads-emotions,"Amazon developing wearable that reads emotions", AMZN, 1558604028
https://seekingalpha.com/news/3466184-amazon-holders-reject-facial-rec-oversight-washington-disagrees,"Amazon holders reject facial rec oversight; Washington disagrees", AMZN, 1558548331
https://seekingalpha.com/news/3465869-comcast-says-new-device-focused-health-smart-speaker,"Comcast says new device focused on health, not a smart speaker", AMZN, 1558473025
https://seekingalpha.com/news/3465759-comcast-working-smart-device-focused-health-cnbc,"Comcast working on smart device focused on health - CNBC", AMZN, 1558459537
https://seekingalpha.com/news/3465644-dotdash-branded-paints-coming-amazon,"Dotdash-branded paints coming to Amazon", AMZN, 1558444138
https://seekingalpha.com/news/3465414-amazon-shareholders-voting-rekognition-oversight,"Amazon shareholders voting on Rekognition oversight", AMZN, 1558376828
https://seekingalpha.com/news/3465062-amazon-adds-flights-indian-pay,"Amazon adds flights to Indian Pay", AMZN, 1558109029
https://seekingalpha.com/news/3464874-official-amazon-takes-slice-deliveroo,"It's official! Amazon takes slice of Deliveroo", AMZN, 1558076322
https://seekingalpha.com/news/3464847-amazon-mulls-backing-uber-eats-competitor-sky,"Amazon mulls backing Uber Eats competitor - Sky", AMZN, 1558041090
https://seekingalpha.com/news/3464758-amazon-buy-googles-ad-tech-rival-bloomberg,"Amazon could buy Google's ad tech rival - Bloomberg", AMZN, 1558034492
https://seekingalpha.com/news/3464564-softbank-leads-200m-round-indian-grocer,"SoftBank leads $200M round in Indian grocer", AMZN, 1558010612
https://seekingalpha.com/news/3464460-look-walmarts-earnings,"What to look for in Walmart's earnings", AMZN, 1557999156
https://seekingalpha.com/news/3464333-buffetts-amazon-stake-valued-900m,"Buffett's Amazon stake valued at ~$900M", AMZN, 1557953195
https://seekingalpha.com/news/3464099-fire-tv-active-users-top-roku,"Fire TV active users top Roku", AMZN, 1557935229
https://seekingalpha.com/news/3463931-online-retailers-mull-alibabas-strong-quarter,"Online retailers mull Alibaba's strong quarter", AMZN, 1557922324
https://seekingalpha.com/news/3463530-adobe-amazon-team-magento-stores,"Adobe, Amazon team for Magento stores", AMZN, 1557847174
https://seekingalpha.com/news/3463393-wpp-survey-names-amazon-alibaba-valuable,"WPP survey names Amazon, Alibaba most valuable", AMZN, 1557835721
https://seekingalpha.com/news/3463234-one-day-shipping-latest-retail-salvo,"One-day shipping latest retail salvo", AMZN, 1557818219
https://seekingalpha.com/news/3462950-amazon-rolling-packing-automation-reuters,"Amazon rolling out packing automation - Reuters", AMZN, 1557753759
https://seekingalpha.com/news/3462896-amazon-fund-ex-employee-private-delivery-startups,"Amazon to fund ex-employee private delivery startups", AMZN, 1557749645
https://seekingalpha.com/news/3462626-amazon-speaking-striking-workers-poland,"Amazon speaking with striking workers in Poland", AMZN, 1557502324
https://seekingalpha.com/news/3461899-senators-want-amazon-probed-child-privacy,"Senators want Amazon probed for child privacy", AMZN, 1557419359
https://seekingalpha.com/news/3461815-sap-teams-amazon-google-cloud-project,"SAP teams with Amazon, Google on cloud project", AMZN, 1557408436
https://seekingalpha.com/news/3460998-hackers-drained-amazon-seller-accounts,"Hackers drained Amazon seller accounts", AMZN, 1557341281
https://seekingalpha.com/news/3460850-amazon-offered-jobs-dod-cloud-staff-oracle,"Amazon offered jobs to DoD cloud staff - Oracle", AMZN, 1557329114
https://seekingalpha.com/news/3460797-amazon-launches-90-blink-xt2-security-camera,"Amazon launches $90 Blink XT2 security camera", AMZN, 1557322725
https://seekingalpha.com/news/3460498-alibaba-let-retailers-outside-china-sell-products-ft,"Alibaba to let retailers outside China sell products - FT", AMZN, 1557290787
https://seekingalpha.com/news/3459661-amazon-go-opens-doors-new-york,"Amazon Go opens its doors in New York", AMZN, 1557224582
https://seekingalpha.com/news/3458507-berkshire-takes-stake-amazon,"Berkshire takes stake in Amazon", AMZN, 1556841447
https://seekingalpha.com/news/3458494-sinclair-10b-plus-deal-acquire-former-fox-sports-nets-wsj,"Sinclair has $10B-plus deal to acquire former Fox sports nets - WSJ", AMZN, 1556835590
https://seekingalpha.com/news/3457172-amazon-warehouses-far-full-automation,"Amazon warehouses far from full automation", AMZN, 1556730068
https://seekingalpha.com/news/3456745-new-middle-east-marketplace-amazon,"New Middle East marketplace for Amazon", AMZN, 1556697993
https://seekingalpha.com/news/3456389-amazon-testing-uber-freight-competitor,"Amazon testing Uber Freight competitor", AMZN, 1556647474
https://seekingalpha.com/news/3456171-amazon-adding-400-tech-jobs-denver,"Amazon adding 400 tech jobs in Denver", AMZN, 1556634119
https://seekingalpha.com/news/3455440-amazon-creating-400-hq-jobs-year,"Amazon creating 400 HQ jobs this year", AMZN, 1556555025
